manual_keys,index_column,en,cs,fr,de,generated_keys,best_match_performed,best_match_found,en_copy,best_match_matchedTranslation,best_match_rating,best_match_keys,best_match_in_not_found
sessions.edit.steps.reflect.reflection.placeholder,,Type your own reflection,"Napište svou vlastní reflexi, své úvahy.",Tapez votre propre réflexion,Geben Sie Ihre eigene Reflexion ein,sessions.edit.steps.reflect.reflection.placeholder,,,Type your own reflection,,,,
sessions.steps.textareastep.placeholder,,Type your own {textAreaName},Napište svou vlastní {textAreaName},Tapez votre propre {textAreaName},Geben Sie Ihre eigene {textAreaName} ein,sessions.steps.textareastep.placeholder,,,Type your own {textAreaName},,,,
dashboard.cards.ai.empty.perex,,Unlock personalized insights through the combination of your Strengths and Values.,Odemkněte přehledy šité vám na míru díky kombinaci vašich Silných stránek a Hodnot.,Débloquez des aperçus personnalisés grâce à la combinaison de vos Forces et Valeurs.,Schalten Sie personalisierte Einblicke frei durch die Kombination Ihrer Stärken und Werte.,,Performed,Found,Unlock personalized insights through the combination of your Strengths and Values.,"Unlock deeper insights by revealing your Strengths and Values. With added feedback, the insights become even sharper.",0.5614035087719298,"dashboard.cards.ai.empty.perex,dashboard.cards.ai.insights.perex",
dashboard.cards.ai.empty.steps.explore.title,,Explore uniqueness & get growth tips,Prozkoumejte svou jedinečnost a získejte tipy pro růst,Explorez votre unicité et obtenez des conseils pour votre croissance,Entdecken Sie Ihre Einzigartigkeit & erhalten Sie Tipps für Ihr Wachstum,dashboard.cards.ai.empty.steps.explore.title,,,Explore uniqueness & get growth tips,,,,
dashboard.cards.ai.empty.steps.strengths.title,,Assess your strengths,Ohodnoťte své silné stránky,Évaluez vos forces,Bewerten Sie Ihre Stärken,,Performed,Found,Assess your strengths,Assess strengths,0.8125,dashboard.cards.ai.empty.steps.strengths.title,
dashboard.cards.ai.empty.steps.values.title,,Define your values,Definujte hodnoty,Définissez vos valeurs,Definieren Sie Ihre Werte,,Performed,Found,Define your values,Define values,0.7692307692307693,dashboard.cards.ai.empty.steps.values.title,
dashboard.cards.ai.empty.title,,Insights and daily tips,Přehledy a denní tipy,Aperçus et conseils quotidiens,Einsichten und tägliche Tipps,dashboard.cards.ai.empty.title,,,Insights and daily tips,,,,
dashboard.cards.ai.insights.animal-spirit.title,,From the Animal Kingdom - Discover which animal best represents your strengths and values,"Ze zvířecí říše - Objevte, které zvíře nejlépe reprezentuje vaše silné stránky a hodnoty",Du règne animal - Découvrez quel animal représente le mieux vos forces et vos valeurs,"Aus dem Tierreich - Entdecken Sie, welches Tier Ihre Stärken und Werte am besten repräsentiert",,Performed,Found,From the Animal Kingdom - Discover which animal best represents your strengths and values,Leadership style analysis - Delve into the leadership approach that aligns with your unique strengths and values.,0.4678362573099415,dashboard.cards.ai.insights.leadership-style.title,
dashboard.cards.ai.insights.leadership-style.title,,Leadership style analysis - Delve into the leadership approach that aligns with your unique strengths and values.,"Analýza stylu leadershipu - Ponořte se do stylu leadershipu, který je v souladu s vašimi jedinečnými silnými stránkami a hodnotami",Analyse du style de leadership - Plongez dans l'approche du leadership qui s'aligne sur vos forces et valeurs uniques,"Analyse des Führungsstils - Tauchen Sie ein in den Führungsansatz, der mit Ihren einzigartigen Stärken und Werten übereinstimmt",dashboard.cards.ai.insights.leadership-style.title,,,Leadership style analysis - Delve into the leadership approach that aligns with your unique strengths and values.,,,,
dashboard.cards.ai.insights.perex,,Unlock personalized insights through the combination of your Strengths and Values.,Odemkněte přehledy šité vám na míru díky kombinaci vašich Silných stránek a Hodnot.,Débloquez des aperçus personnalisés grâce à la combinaison de vos Forces et Valeurs.,Schalten Sie personalisierte Einblicke frei durch die Kombination Ihrer Stärken und Werte.,,Performed,Found,Unlock personalized insights through the combination of your Strengths and Values.,"Unlock deeper insights by revealing your Strengths and Values. With added feedback, the insights become even sharper.",0.5614035087719298,"dashboard.cards.ai.empty.perex,dashboard.cards.ai.insights.perex",
dashboard.cards.ai.insights.title,,Insights,Přehledy,Aperçus,Einsichten,dashboard.cards.ai.insights.title,,,Insights,,,,
dashboard.cards.ai.tips.leadership.title,,Leadership Tip - Harness your unique mix of strengths and values with actionable tips to enhance your leadership journey every day.,"Tip pro rozvoj Leadershipu - Využijte svou jedinečnou kombinaci silných stránek a hodnot s tipy, které každý den vylepší vaši cestu leadera",Conseil de leadership - Exploitez votre mélange unique de forces et de valeurs avec des conseils pratiques pour améliorer votre parcours de leadership chaque jour,"Führungstipp - Nutzen Sie Ihre einzigartige Kombination aus Stärken und Werten mit praktischen Tipps, um Ihre Führungsreise jeden Tag zu verbessern",dashboard.cards.ai.tips.leadership.title,,,Leadership Tip - Harness your unique mix of strengths and values with actionable tips to enhance your leadership journey every day.,,,,
dashboard.cards.ai.tips.personal-growth.title,,Action Blueprint,Plán Akce,Plan d'Action,Aktionsplan,,Performed,Found,Action Blueprint,Action,0.5263157894736842,"clients.table.col.action,settings.admin.table.col.action,team.members.table.col.action",
dashboard.cards.ai.tips.title,,Daily tips,Denní tipy,Conseils quotidiens,Tägliche Tipps,dashboard.cards.ai.tips.title,,,Daily tips,,,,
dict.validation.maxLength,,Too long. Max length is {lteLength},Příliš dlouhé. Maximální délka je {lteLength},Trop long. La longueur max est de {lteLength},Zu lang. Maximallänge ist {lteLength},dict.validation.maxLength,,,Too long. Max length is {lteLength},,,,
dict.validation.minLength,,Too short. Min length is {gteLength},Příliš krátké. Minimální délka je {gteLength},Trop court. La longueur min est de {gteLength},Zu kurz. Mindestlänge ist {gteLength},dict.validation.minLength,,,Too short. Min length is {gteLength},,,,
general.loadable-options.error.placeholder,,Error loading options,Chyba při načítání možností,Erreur de chargement des options,Fehler beim Laden der Optionen,general.loadable-options.error.placeholder,,,Error loading options,,,,
general.loadable-options.loading.placeholder,,Loading options,Načítání možností,Chargement des options,Optionen werden geladen,general.loadable-options.loading.placeholder,,,Loading options,,,,
dashboard.cards.ai.insights.leader-persona.title,,Global leadership mosaic: Uncover your worldwide leadership counterparts,Globální mozaika leadershipu: Objevte s jakými světovými leadery sdílíte své silné stránky a hodnoty,Mosaïque du Leadership Mondial : Découvrez vos Homologues Leaders à l'Échelle Mondiale,Globales Führungsmosaik: Entdecken Sie Ihre Weltweiten Führungspendants,,Performed,Found,Global leadership mosaic: Uncover your worldwide leadership counterparts,World Leader Persona: Discover Your Leadership Twin in History,0.42735042735042733,dashboard.cards.ai.insights.leader-persona.title,
sessions.edit.steps.reflect.reflection-heading,,Last session’s reflection,Reflexe poslední relace,Réflexion de la dernière session,Reflektion der letzten Sitzung,sessions.edit.steps.reflect.reflection-heading,,,Last session’s reflection,,,,
sessions.edit.steps.reflect.reflection-questions-heading,,Pick the question you want to reflect on:,"Zvolte si otázku, se kterou se chcete ohlédnout za obdobím od poslední relace:",Choisissez la question sur laquelle vous voulez réfléchir:,"Wählen Sie die Frage, über die Sie reflektieren möchten:",sessions.edit.steps.reflect.reflection-questions-heading,,,Pick the question you want to reflect on:,,,,
sessions.steps.goal.placeholder,,Type your own goal or choose a suggested one from the list below,Napište svůj vlastní cíl nebo si vyberte doporučený z níže uvedeného seznamu,Saisissez votre propre objectif ou choisissez-en un suggéré dans la liste ci-dessous,Geben Sie Ihr eigenes Ziel ein oder wählen Sie ein vorgeschlagenes aus der Liste unten aus,,Performed,Found,Type your own goal or choose a suggested one from the list below,Type your own goal or choose from the list,0.7857142857142857,sessions.steps.goal.placeholder,
sessions.new.steps.area.fallback.title,,Complete the strengths assessment first to receive personalized area recommendations.,"Dokončete nejprve hodnocení silných stránek, abyste obdrželi doporučení pro osobní rozvojové oblasti.",Terminez d'abord l'évaluation des forces pour recevoir des recommandations personnalisées de domaines de développement.,"Schließen Sie zuerst die Stärkenbewertung ab, um personalisierte Bereichsempfehlungen zu erhalten.",,Performed,Found,Complete the strengths assessment first to receive personalized area recommendations.,"First, finish the strengths assessment to get recommended areas.",0.6461538461538462,sessions.new.steps.area.fallback.title,
sessions.new.steps.area.perex,,"Select from four tailored development paths: the first enables you to enhance your strengths, the second focuses on improving lesser talents, the third offers targeted recommendations, and the fourth allows you to define your own development area.","Vyberte si ze čtyř přizpůsobených cest rozvoje: první umožňuje posílit vaše silné stránky, druhá se zaměřuje na zlepšení méně rozvinutých talentů, třetí nabízí cílená doporučení a čtvrtá vám umožňuje definovat vlastní oblast rozvoje.","Sélectionnez parmi quatre parcours de développement sur mesure : le premier vous permet de renforcer vos points forts, le deuxième se concentre sur l'amélioration de vos talents moins développés, le troisième offre des recommandations ciblées, et le quatrième vous permet de définir votre propre domaine de développement.","Wählen Sie aus vier maßgeschneiderten Entwicklungswegen: Der erste ermöglicht es Ihnen, Ihre Stärken zu verbessern, der zweite konzentriert sich auf die Verbesserung weniger starker Talente, der dritte bietet gezielte Empfehlungen und der vierte erlaubt Ihnen, Ihren eigenen Entwicklungsbereich zu definieren.",,Performed,Found,"Select from four tailored development paths: the first enables you to enhance your strengths, the second focuses on improving lesser talents, the third offers targeted recommendations, and the fourth allows you to define your own development area.","""Did you know that you have much more potential for growth when you invest energy in developing your strengths? Many research have shown how a strengths-based approach improves your confidence, direction, and kindness toward others.""",0.5245098039215687,strengths.first.summary,
sessions.new.steps.area.recommended.title,,Uncover recommended paths for growth,Odhalte doporučené cesty pro růst,Découvrez les chemins recommandés pour grandir,Entdecken Sie empfohlene Wege für das Wachstum,,Performed,Found,Uncover recommended paths for growth,See what is recommended for me,0.4727272727272727,sessions.new.steps.area.recommended.title,
sessions.new.steps.area.strengths.title,,Enhance and excel in my strengths,Zlepšete a vynikněte ve svých talentech,Renforcez et excellez dans vos points forts,Stärken verbessern und darin hervorragen,,Performed,Found,Enhance and excel in my strengths,Find my strengths,0.5853658536585366,dashboard.cards.strengths.title.empty,
sessions.new.steps.area.weaknesses.title,,Cultivate lesser skills to overcome obstacles,"Rozvíjejte slabší talenty, abyste překonali překážky",Cultivez des compétences moindres pour surmonter les obstacles,"Geringere Fähigkeiten entwickeln, um Hindernisse zu überwinden",,Performed,Found,Cultivate lesser skills to overcome obstacles,Become an active listener,0.36666666666666664,dict.areas.1,
sessions.steps.finished.schedule-private,,Or you can schedule your private session,Nebo si můžete naplánovat soukromou schůzku,Ou vous pouvez programmer votre session privée,Oder Sie können Ihre private Sitzung planen,sessions.steps.finished.schedule-private,,,Or you can schedule your private session,,,,
settings.general.integrations,,Integrations,Integrace,Intégrations,Integrationen,settings.general.integrations,,,Integrations,,,,
settings.general.integrations.google-calendar.connect,,Connect,Připojit,Connecter,Verbinden,settings.general.integrations.google-calendar.connect,,,Connect,,,,
settings.general.integrations.google-calendar.description,,Sync your appointments with Google Calendar,Synchronizujte své schůzky s Kalendářem Google,Synchronisez vos rendez-vous avec Google Agenda,Synchronisieren Sie Ihre Termine mit Google Kalender,settings.general.integrations.google-calendar.description,,,Sync your appointments with Google Calendar,,,,
