manual_keys,index_column,en,cs,fr,de_en,de_cz,es,generated_keys,best_match_performed,best_match_found,en_copy,best_match_matchedTranslation,best_match_rating,best_match_keys,best_match_in_not_found
,325,Remove all filters,Odstra?te všechny filtry,Supprimer tous les filtres,Entfernen Sie alle Filter,Entfernen Sie alle Filter,Eliminar todos los filtros,coaches.filter.clear-button,,,Remove all filters,,,,
,326,Search,Vyhledávání,Rechercher,Suche,Suchen,Búsqueda,coaches.filter.search.placeholder,,,Search,,,,
,327,What to expect,Co o?ekávat,Ŕ quoi s'attendre,Was zu erwarten ist,Was zu erwarten ist,Que esperar,coaches.aside.title,,,What to expect,,,,
,328,Fixed price of all sessions,Pevná cena všech relací,Prix ??fixe pour toutes les sessions,Festpreis aller Sitzungen,Festpreis aller Sitzungen,Precio fijo de todas las sesiones,coaches.aside.items.1.text,,,Fixed price of all sessions,,,,
,329,Trusted specialists,D?v?ryhodní odborníci,Spécialistes de confiance,Vertrauenswürdige Spezialisten,Vertrauenswürdige Experten,Especialistas de confianza,coaches.aside.items.2.heading,,,Trusted specialists,,,,
,330,Privacy,Soukromí,Confidentialité,Privatsphäre,Privatsphäre,Privacidad,coaches.aside.items.3.heading,,,Privacy,,,,
,331,Years,Roky,Ans,Jahre,Jahre,ańos,,Performed,Found,Years,Search,0.4444444444444444,coaches.filter.search.placeholder,
,332,Contact,Kontaktovat,Contacter,Kontakt,Kontakt,Contacto,coaches.coach.contact,,,Contact,,,,
,333,Let the coach know what interests you the most.,"Dejte kou?i najevo, co Vás nejvíce zajímá.",Dites au coach ce qui vous intéresse le plus.,"Lassen Sie den Trainer wissen, was Sie am meisten interessiert.","Lassen Sie den Trainer wissen, woran Sie am meisten interessiert sind.",Hágale saber al entrenador lo que más le interesa.,coaches.contact.perex,,,Let the coach know what interests you the most.,,,,
,334,Subject,P?edm?t,Sujet,Thema,Thema,Tema,coaches.contact.subject.label,,,Subject,,,,
,335,Type your message,Zadejte svou zprávu,Rédigez votre message,Geben Sie Ihre Nachricht ein,Gib deine Nachricht ein,Escribe tu mensaje,coaches.contact.message.placeholder,,,Type your message,,,,
,336,Send,Odeslat,Envoyer,Schicken,Schicken,Enviar,coaches.contact.button.send,,,Send,,,,
,337,Profile,Profil,Profil,Profil,Profil,Perfil,settings.tabs.profile.label,,,Profile,,,,
,338,General,Všeobecné,Général,Allgemein,Allgemein,General,settings.general.heading|settings.tabs.general.label,,,General,,,,
,339,Availability,Dostupnost,Disponibilité,Verfügbarkeit,Verfügbarkeit,Disponibilidad,settings.availability.heading|settings.tabs.availability.label,,,Availability,,,,
,340,Personal info,Osobní informace,Information personnelle,Persönliche Informationen,Persönliche Angaben,Información personal,,Performed,Found,Personal info,Personal Info,0.8181818181818182,settings.profile.heading,settings.profile.heading
,341,Update your info here,Aktualizujte své informace zde,Mettez ŕ jour votre information,Aktualisieren Sie Ihre Informationen hier,Aktualisieren Sie Ihre Informationen hier,Actualice su información aquí,settings.profile.perex,,,Update your info here,,,,
,342,Name,Jméno,Nom,Name,Name,Nombre,settings.profile.field.name|team.members.table.col.name,,,Name,,,,
,343,Email,E-mail,E-mail,Email,Email,Correo electrónico,auth.login.email.label|settings.profile.field.email,,,Email,,,,
,344,Photo,Foto,Photo,Foto,Foto,Foto,settings.profile.field.photo,,,Photo,,,,
,345,Bio,Bio,Bio,Biografie,Biografie,Biografía,settings.profile.field.bio,,,Bio,,,,
,346,Timezone,?asové pásmo,Fuseau horaire,Zeitzone,Zeitzone,Zona horaria,settings.profile.field.timezone,,,Timezone,,,,
,347,Languages,Jazyky,Langues,Sprachen,Zungen,Lengua,settings.profile.field.languages,,,Languages,,,,
,348,Fields,Oblasti,Domaines,Felder,Bereiche,Los campos,settings.profile.field.fields,,,Fields,,,,
,349,Certificates,Certifikáty,Certificats,Zertifikate,Zertifikate,Certificados,settings.profile.field.certificates,,,Certificates,,,,
,350,Business,Byznys,Business,Geschäft,Geschäft,Negocio,,Performed,Found,Business,Fitness,0.46153846153846156,dict.values.fitness.name,
,351,Career,Kariéra,Carričre,Karriere,Karriere,Carrera,,Performed,Found,Career,Choose area,0.2857142857142857,sessions.new.steps.area.label,
,352,Change,Zm?na,Changement,Veränderung,Ändern,Cambiar,,Performed,Found,Change,Challenger,0.5714285714285714,dict.talents.challenger.name,
,353,Communication,Komunikace,Communication,Kommunikation,Kommunikation,Comunicación,,Performed,Found,Communication,Communicator,0.782608695652174,dict.talents.communicator.name,
,354,Confidence,Sebev?domí,Confiance,Vertrauen,Selbstvertrauen,Confianza,,Performed,Found,Confidence,Concentrated,0.5,dict.talents.concentrated.name,
,355,Conflict,Konflikt,Conflit,Konflikt,Konflikt,Conflicto,,Performed,Found,Conflict,Contact,0.46153846153846156,coaches.coach.contact,
,356,Diversity,Kulturní rozmanitost,Diversité culturelle,Diversität,Kulturelle Vielfalt,Diversidad,,Performed,Found,Diversity,Positive,0.5333333333333333,dict.talents.positive.name,
,357,Entrepreneurship,Podnikání,Entrepreneuriat,Unternehmerschaft,Geschäft,Emprendimiento,,Performed,Found,Entrepreneurship,My leadership journey,0.36363636363636365,dashboard.rightmenu.title,
,358,Executive,Exekutiva,Exécutif,Executive,Executive,Ejecutivo,,Performed,Found,Executive,Positive,0.4,dict.talents.positive.name,
,359,Facilitation,Facilitace,Facilitation,Erleichterung,Erleichterung,Facilitación,,Performed,Found,Facilitation,Add action,0.42105263157894735,action-steps.add-button,
,360,Fitness,Fitness,Fitness,Fitness,Fitness,Aptitud física,dict.values.fitness.name,,,Fitness,,,,
,361,Health,Zdraví,Santé,Die Gesundheit,Gesundheit,Salud,dict.values.health.name,,,Health,,,,
,362,Leadership,Leadership,Leadership,Führung,Führung,Liderazgo,,Performed,Found,Leadership,Leader,0.7142857142857143,dict.talents.leader.name,
,363,Life,Život,Vie,Leben,Leben,Vida,,Performed,Found,Life,Be specific,0.16666666666666666,sessions.new.steps.actionsteps.caption,
,364,Management,Management,Management,Verwaltung,Management,administración,,Performed,Found,Management,Manage your team members here,0.42424242424242425,team.members.sub,team.members.sub
,365,Mental fitness,Duševní kondice,Forme mentale,Geistige Fitness,Mentale Kondition,Aptitud mental,,Performed,Found,Mental fitness,Fitness,0.5555555555555556,dict.values.fitness.name,
,366,Mentorship,Mentoring,Tutorat,Mentoring,Mentoring,Tutoría,,Performed,Found,Mentorship,My leadership journey,0.2962962962962963,dashboard.rightmenu.title,
,367,Negotiations,Vyjednávání,Négociations,Verhandlungen,Verhandlung,Negociaciones,,Performed,Found,Negotiations,Motivation,0.6,sessions.new.steps.motivation.label,
,368,Organizational Development,Rozvoj organizací,Développement organisationnel,Organisationsentwicklung,Die Entwicklung von Organisationen,Desarrollo organizacional,,Performed,Found,Organizational Development,Area of development,0.45,sessions.edit.steps.align.area.caption,sessions.edit.steps.align.area.caption
,369,Performance,Výkon,Performance,Leistung,Leistung,Rendimiento,dict.values.performance.name,,,Performance,,,,
,370,Relationships,Vztahy,Relations,Beziehungen,Beziehungschiffe,Relaciones,dict.values.relationships.name,,,Relationships,,,,
,371,Sales,Sales,Ventes,Vertrieb,Verkauf,Ventas,,Performed,Found,Sales,Save my values,0.4,values.set.aside.save,
,372,Teams,Týmy,Équipes,Teams,Teams,Equipos,,Performed,Found,Teams,Team,0.8571428571428571,"main-menu.items.team,team.heading",main-menu.items.team|team.heading
,373,Time Management,Organizace ?asu,Gestion du temps,Zeiteinteilung,Organisation,Gestión del tiempo,,Performed,Found,Time Management,Manage your team members here,0.3783783783783784,team.members.sub,team.members.sub
,374,Transformations,Transformace,Transformations,Transformationen,Transformation,Transformaciones,,Performed,Found,Transformations,💡 Tips for action,0.5,strengths.tips.title,
,375,Wellbeing,Wellbeing,Bien-ętre,Wohlbefinden,Wohlbefinden,Bienestar,,Performed,Found,Wellbeing,"Peace (Well-being, Rest)",0.4827586206896552,dict.values.peace.title,dict.values.peace.title
,376,Women,Ženy,Femmes,Frauen,Frauen,Mujeres,,Performed,Found,Women,Send,0.2857142857142857,coaches.contact.button.send,
,377,Save,Uložit,Enregistrer,Speichern,Auferlegen,Ahorrar,assessment.button.save|settings.availability.aside.save|settings.profile.aside.save,,,Save,,,,
,378,Your coach profile preview,Náhled vašeho profilu kou?e,Aperçu du profil de votre coach,Ihre Coach -Profil -Vorschau,Vorschau Ihres Coachprofils,Vista previa del perfil de su entrenador,settings.profile.aside.title,,,Your coach profile preview,,,,
,379,Preview,Náhled,Aperçu,Vorschau,Sicht,Avance,settings.availability.aside.title,,,Preview,,,,
,380,Set your availability here,Nastavte svou dostupnost zde,Définissez votre disponibilité ici,Stellen Sie hier Ihre Verfügbarkeit fest,Stellen Sie hier Ihre Verfügbarkeit fest,Establezca su disponibilidad aquí,settings.availability.perex,,,Set your availability here,,,,
,381,Recurring,Opakující se,Récurrent,Wiederkehrend,Wiederkehrend,Periódico,settings.availability.recurring,,,Recurring,,,,
,382,Monday,Pond?lí,Lundi,Montag,Montag,Lunes,,Performed,Found,Monday,Money,0.4444444444444444,dict.values.money.name,
,383,Tuesday,Úterý,Mardi,Dienstag,Dienstag,martes,,Performed,Found,Tuesday,Due date,0.3333333333333333,action-steps.due-date.label,
,384,Wednesday,St?eda,Mercredi,Mittwoch,Mittwoch,miércoles,,Performed,Found,Wednesday,Due date,0.2857142857142857,action-steps.due-date.label,
,385,Thursday,?tvrtek,Jeudi,Donnerstag,Donnerstag,jueves,,Performed,Found,Thursday,See yourself to excel,0.16666666666666666,sessions.new.steps.motivation.caption,
,386,Friday,Pátek,Vendredi,Freitag,Freitag,Viernes,,Performed,Found,Friday,Due date,0.18181818181818182,action-steps.due-date.label,
,387,Saturday,Sobota,Samedi,Samstag,Samstag,sábado,,Performed,Found,Saturday,Due date,0.3076923076923077,action-steps.due-date.label,
,388,Sunday,Ned?le,Dimanche,Sonntag,Sonntag,Domingo,,Performed,Found,Sunday,Send,0.25,coaches.contact.button.send,
,389,Unavailable,Nedostupné,Indisponible,Nicht verfügbar,Nicht verfügbar,Indisponible,settings.availability.unavailable,,,Unavailable,,,,
,390,Feedback form,Formulá? zp?tné vazby,Formulaire de retour de satisfaction,Feedback-Formular,Feedback-Formular,Formulario de comentarios,feedback.heading,,,Feedback form,,,,
,391,Form,Formulá?,Formulaire,Bilden,Form,Formulario,feedback.tabs.form.label,,,Form,,,,
,392,Results,Výsledky,Résultats,Ergebnisse,Ergebnisse,Resultados,feedback.tabs.results.label,,,Results,,,,
,393,Title,Název,Titre,Titel,Name,Título,,Performed,Found,Title,Sign in with Google,0.21052631578947367,auth.login.google,
,394,Description,Popis,Description,Beschreibung,Beschreibung,Descripción,,Performed,Found,Description,Questions,0.4444444444444444,assessment.menu.questions,
,395,optional,volitelné,optionnel,Optional,Optional,Opcional,,Performed,Found,optional,Action,0.5,team.members.table.col.action,team.members.table.col.action
,396,Feedback on my leadership skills,Zp?tná vazba na moje dovednosti leadershipu,Retours sur mes compétences en leadership,Feedback zu meinen Führungsqualitäten,Feedback zu meiner Qualifikationsführung,Comentarios sobre mis habilidades de liderazgo,feedback.aside.text,,,Feedback on my leadership skills,,,,
,397,Below you can see the overview of your current form.,Níže m?žete vid?t p?ehled Vašeho aktuálního formulá?e.,"Ci-dessous, vous pouvez voir l'aperçu de votre formulaire actuel.",Im Folgenden finden Sie den Überblick über Ihr aktuelles Formular.,Im Folgenden finden Sie einen Überblick über Ihr aktuelles Formular.,A continuación puede ver la descripción general de su formulario actual.,feedback.aside.perex,,,Below you can see the overview of your current form.,,,,
,398,Responses collected,Shromážd?né odpov?di,Réponses obtenues,Antworten gesammelt,Beantwortete Antworten,Respuestas recolectadas,feedback.aside.collected,,,Responses collected,,,,
,399,Share feedback form,Sdílet formulá? pro zp?tnou vazbu,Partager le formulaire de retours,Feedback -Formular teilen,Teilen Sie das Feedback -Formular,Compartir el formulario de retroalimentación,,Performed,Found,Share feedback form,Feedback form,0.7407407407407407,feedback.heading,
,400,"Share  ",Sdílet,Partager,Aktie,Aktie,Cuota,,Performed,Found,"Share  ",Choose area,0.3076923076923077,sessions.new.steps.area.label,
,401,Set email addresses and positions of people who you want to share the form with to provide you the feedback.,"Nastavte e -mailové adresy a pozice lidí, s nimiž chcete formulá? sdílet, aby Vám poskytli zp?tnou vazbu.",Définissez les adresses e-mail et les postes des personnes avec lesquelles vous souhaitez partager le formulaire afin d'obtenir des retours.,"Stellen Sie E -Mail -Adressen und Positionen von Personen fest, die Sie mit dem Formular teilen möchten, um Ihnen das Feedback zu geben.","Legen Sie die E -Mail -Adressen und Positionen der Personen fest, mit denen Sie teilen möchten, um Ihnen Feedback zu geben.",Establezca direcciones de correo electrónico y puestos de personas con las que desea compartir el formulario para proporcionarle los comentarios.,,Performed,Found,Set email addresses and positions of people who you want to share the form with to provide you the feedback.,"Try to avoid people who sow negativity, it can be draining for you to move them toward the positive and it might just be out of your control.",0.47761194029850745,dict.talents.positive.tips.3,
